LAMMPS '*.data' description

65856 atoms
2 atom types

0.000000 159.719000 xlo xhi
0.004000 159.721000 ylo yhi
0.005000 159.721000 zlo zhi

Atoms

1 1 114.367000 49.950000 128.008000
2 1 103.656000 86.117000 145.980000
3 1 29.792000 127.894000 119.997000
4 1 150.538000 76.939000 37.672000
5 1 41.571000 100.417000 14.470000
6 1 137.050000 101.339000 124.909000
7 1 35.942000 110.520000 15.143000
8 1 25.439000 159.358000 56.645000
9 1 56.921000 136.945000 61.010000
10 1 101.337000 78.019000 50.924000
11 1 143.430000 125.404000 128.307000
12 1 144.528000 92.105000 58.502000
13 1 41.400000 101.703000 48.992000
14 1 92.852000 110.592000 105.046000
15 1 44.405000 80.950000 64.167000
16 1 13.180000 31.713000 2.663000
17 1 77.007000 50.717000 122.812000
18 1 22.426000 17.652000 24.101000
19 1 88.290000 142.004000 156.555000
20 1 128.045000 92.491000 105.648000
21 1 148.599000 88.007000 98.820000
22 1 10.063000 91.371000 100.718000
23 1 8.508000 156.313000 64.611000
24 1 117.883000 27.729000 40.659000
25 1 13.929000 142.353000 12.086000
26 1 89.013000 147.570000 149.407000
27 1 69.378000 129.082000 107.331000
28 1 104.617000 11.654000 122.716000
29 1 131.343000 96.190000 86.022000
30 1 65.940000 22.644000 88.105000
31 1 141.105000 33.334000 139.597000
32 1 157.542000 40.833000 17.796000
33 1 14.063000 86.702000 58.159000
34 1 146.106000 118.134000 107.551000
35 1 110.714000 31.259000 123.375000
36 1 57.165000 48.687000 16.587000
37 1 138.401000 11.894000 123.125000
38 1 113.508000 135.980000 39.759000
39 1 23.075000 90.890000 58.419000
40 1 66.344000 129.441000 71.702000
41 1 47.013000 115.512000 3.509000
42 1 150.529000 89.592000 135.778000
43 1 158.235000 70.868000 63.665000
44 1 130.013000 93.519000 107.712000
45 1 142.804000 90.807000 88.092000
46 1 6.929000 33.051000 71.174000
47 1 13.584000 101.953000 11.094000
48 1 53.976000 68.328000 22.131000
49 1 16.080000 30.066000 40.234000
50 1 5.035000 76.300000 116.386000
51 1 74.961000 32.217000 16.524000
52 1 82.148000 45.783000 86.602000
53 1 152.596000 123.875000 63.498000
54 1 111.120000 47.522000 126.171000
55 1 156.381000 114.070000 73.846000
56 1 61.868000 9.772000 13.651000
57 1 17.942000 139.664000 62.595000
58 1 115.780000 62.506000 100.902000
59 1 125.543000 52.893000 6.121000
60 1 105.553000 158.720000 52.108000
61 1 110.495000 80.767000 119.769000
62 1 137.814000 75.548000 61.477000
63 1 95.838000 4.141000 140.472000
64 1 123.910000 159.512000 131.107000
65 1 150.575000 97.686000 16.473000
66 1 5.131000 83.545000 101.407000
67 1 149.293000 90.096000 12.690000
68 1 158.159000 141.536000 18.882000
69 1 90.898000 106.474000 108.408000
70 1 44.153000 99.642000 131.224000
71 1 86.676000 90.848000 132.308000
72 1 158.052000 119.742000 64.307000
73 1 16.350000 68.556000 30.923000
74 1 64.527000 76.502000 4.350000
75 1 73.989000 60.425000 120.790000
76 1 25.364000 12.791000 61.260000
77 1 13.937000 37.268000 129.629000
78 1 7.775000 155.404000 74.053000
79 1 17.013000 33.083000 114.611000
80 1 11.116000 159.168000 61.190000
81 1 14.479000 51.444000 19.801000
82 1 39.467000 134.032000 140.539000
83 1 118.621000 74.166000 105.718000
84 1 119.183000 137.740000 46.519000
85 1 106.807000 52.184000 26.661000
86 1 76.829000 113.336000 68.333000
87 1 115.516000 39.606000 104.545000
88 1 73.137000 36.416000 103.250000
89 1 62.832000 78.901000 82.490000
90 1 70.333000 134.024000 92.271000
91 1 30.855000 111.011000 125.759000
92 1 93.901000 69.797000 43.438000
93 1 123.342000 123.750000 30.704000
94 1 131.642000 28.109000 69.835000
95 1 95.143000 126.237000 146.873000
96 1 127.745000 122.931000 84.076000
97 1 25.563000 76.419000 116.732000
98 1 147.803000 22.413000 61.205000
99 1 119.215000 49.156000 98.259000
100 1 56.212000 137.197000 73.146000
101 1 79.752000 15.089000 6.821000
102 1 156.011000 108.116000 98.835000
103 1 82.449000 66.990000 18.129000
104 1 92.602000 81.508000 107.019000
105 1 154.443000 145.339000 16.658000
106 1 20.229000 140.001000 52.618000
107 1 9.972000 11.817000 24.170000
108 1 152.918000 99.802000 121.630000
109 1 136.004000 0.963000 57.851000
110 1 37.489000 71.267000 54.829000
111 1 35.947000 141.957000 29.371000
112 1 159.178000 41.748000 58.230000
113 1 36.983000 110.646000 78.463000
114 1 95.857000 121.353000 145.919000
115 1 14.356000 16.758000 77.908000
116 1 100.053000 46.029000 154.161000
117 1 74.175000 43.995000 157.956000
118 1 13.937000 158.952000 118.131000
119 1 119.606000 155.921000 134.534000
120 1 55.666000 99.151000 89.610000
121 1 7.381000 117.916000 72.834000
122 1 106.947000 32.542000 7.064000
123 1 27.563000 43.738000 21.340000
124 1 151.347000 104.921000 141.294000
125 1 145.378000 78.380000 104.806000
126 1 148.706000 0.971000 98.781000
127 1 35.725000 94.450000 79.042000
128 1 48.944000 29.279000 56.726000
129 1 103.857000 53.278000 154.866000
130 1 64.691000 81.231000 1.621000
131 1 46.048000 129.632000 148.777000
132 1 24.998000 147.397000 71.686000
133 1 54.177000 123.422000 49.237000
134 1 101.423000 25.200000 52.006000
135 1 74.353000 45.224000 39.758000
136 1 55.876000 10.217000 29.034000
137 1 19.401000 118.608000 122.479000
138 1 145.864000 7.429000 119.865000
139 1 61.790000 56.255000 133.486000
140 1 89.905000 62.734000 135.747000
141 1 82.728000 102.207000 60.436000
